Internal ID,Internal ID,Legal Name,Name,PO Num,PO Name,PO #,SO Id,SO Num,SO Name,SO #,Date,Item,Quantity,Item Rate,Item Name,Item DisplayName,Item-Price,Item-PurcDesc,Item-Description
655101,655101,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6786,Purchase Order #POQ6786,PURCHORD11876,655092,SOQ7169,Sales Order #SOQ7169,SALESORD10605,2023-04-11,981-000014,1,30.79,981-000014,,,Logitech USB Headset H390 Headset - on-ear - wired - USB,
655100,655100,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6785,Purchase Order #POQ6785,PURCHORD11875,653958,SOQ7168,Sales Order #SOQ7168,SALESORD10603,2023-04-10,16Z90P-N.AP75A8,1,1665.72,16Z90P-N.AP75A8,,,"LG gram 16Z90P-N.AP75A8 Intel Core i7 1165G7 / 2.8 GHz - Evo - Win 11 Pro - Iris Xe Graphics - 16 GB RAM - 512 GB SSD NVMe - 16"" IPS 2560 x 1600 (WQXGA) - Wi-Fi 6 - obsidian black",
655852,655852,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6792,Purchase Order #POQ6792,PURCHORD11888,653954,SOQ7166,Sales Order #SOQ7166,SALESORD10601,2023-04-10,SMT3000C,1,2187.90,SMT3000C,,,"APC Smart-UPS SMT3000C UPS - AC 110/120/127 V - 2.7 kW - 3000 VA - RS-232, USB - output connectors: 10 - Canada, United States - black - with APC SmartConnect",
655848,655848,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6791,Purchase Order #POQ6791,PURCHORD11887,653947,SOQ7164,Sales Order #SOQ7164,SALESORD10599,2023-04-10,K030723840-1Y-247,1,1589.02,K030723840-1Y-247,,,Dell PowerVault MD3820i Extended Warranty for one year ,
658576,658576,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6822,Purchase Order #POQ6822,PURCHORD11935,653283,SOQ7153,Sales Order #SOQ7153,SALESORD10571,2023-04-10,20W0014SUS,1,1466.69,20W0014SUS,,,"Lenovo ThinkPad T14 Gen 2 20W0 180-degree hinge design - Intel Core i7 1185G7 / 3 GHz - vPro - Win 10 Pro 64-bit (includes Win 11 Pro License) - Iris Xe Graphics - 16 GB RAM - 512 GB SSD TCG Opal Encryption 2, NVMe - 14"" IPS touchscreen 1920 x 1080 (Full HD) - Wi-Fi 6 - black - kbd: En",
658576,658576,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6822,Purchase Order #POQ6822,PURCHORD11935,653283,SOQ7153,Sales Order #SOQ7153,SALESORD10571,2023-04-10,40B00135US,1,366.86,40B00135US,,,"Lenovo ThinkPad Universal Thunderbolt 4 Dock Docking station - Thunderbolt 4 - HDMI, 2 x DP - GigE - 135 Watt - United States - for ThinkBook 13x G2 IAP; ThinkPad E14 Gen 4; E15 Gen 4; L14 Gen 3; T14s Gen 3; X1 Nano Gen 2",
655965,655965,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6795,Purchase Order #POQ6795,PURCHORD11891,652809,SOQ7151,Sales Order #SOQ7151,SALESORD10568,2023-04-10,ZG38C03909,1,24.60,ZG38C03909,,,"Lenovo Flip cover for tablet - polyurethane - gray - for Tab M10 Plus (3rd Gen) ZAAJ, ZAAK, ZAAN; ThinkCentre M70q Gen 3 11TY",
652764,652764,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6770,Purchase Order #POQ6770,PURCHORD11844,652593,SOQ7147,Sales Order #SOQ7147,SALESORD10562,2023-04-10,6666237,123,12.79,6666237,,,Google WS Business Standard Flex - Billing Period 2022-11-01 to 2022-11-30 ,
652585,652585,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6768,Purchase Order #POQ6768,PURCHORD11842,652578,SOQ7145,Sales Order #SOQ7145,SALESORD10560,2023-04-10,7510-209,4,144.81,7510-209,,,Jabra SPEAK 510 UC VoIP desktop speakerphone - Bluetooth - wireless - USB,
643582,643582,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6752,Purchase Order #POQ6752,PURCHORD11820,643478,SOQ7140,Sales Order #SOQ7140,SALESORD10550,2023-04-06,MNXP3VC/A,2,1418.07,MNXP3VC/A,,,"Apple 12.9-inch iPad Pro Wi-Fi 6th generation - tablet - 128 GB - 12.9"" IPS (2732 x 2048) - space gray",
643582,643582,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6752,Purchase Order #POQ6752,PURCHORD11820,643478,SOQ7140,Sales Order #SOQ7140,SALESORD10550,2023-04-06,SGGY2Z/A,2,124.79,SGGY2Z/A,,,AppleCare+ Extended service agreement - parts and labor - 2 years (from original purchase date of the equipment) - carry-in - must be purchased within 60 days of the product purchase - for 12.9-inch iPad Pro (6th generation),
643583,643583,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6753,Purchase Order #POQ6753,PURCHORD11821,643475,SOQ7139,Sales Order #SOQ7139,SALESORD10549,2023-04-06,7899-823-189,15,233.57,7899-823-189,,,Jabra Evolve 80 MS stereo Headset - full size - wired - active noise canceling,
643361,643361,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6748,Purchase Order #POQ6748,PURCHORD11816,643137,SOQ7138,Sales Order #SOQ7138,SALESORD10548,2023-04-06,21BSS0CB00,10,2095.00,21BSS0CB00,,,LENOVO CTO NB TP T14s G3 I7 32G 512G 11P ,
643363,643363,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6749,Purchase Order #POQ6749,PURCHORD11817,642680,SOQ7134,Sales Order #SOQ7134,SALESORD10540,2023-04-06,910-002225,20,21.66,910-002225,,,Logitech M185 Mouse - optical - 3 buttons - wireless - 2.4 GHz - USB wireless receiver - swift gray,
643598,643598,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6757,Purchase Order #POQ6757,PURCHORD11827,642663,SOQ7132,Sales Order #SOQ7132,SALESORD10537,2023-04-06,7069583,25,293.40,7069583,,,BRYDGE  STONE CORE USB-C ,
642664,642664,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6737,Purchase Order #POQ6737,PURCHORD11803,642251,SOQ7129,Sales Order #SOQ7129,SALESORD10534,2023-04-06,M100-003-GY-MAX,2,25.08,M100-003-GY-MAX,,,"Tripp Lite Heavy-Duty USB Sync / Charge Cable with Lightning Connector M/M, USB 2.0, UHMWPE and Aramid Fibers, Gray, 3 ft. (0.9 m) - Lightning cable - USB male to Lightning male - 91.4 cm - gray",
642664,642664,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6737,Purchase Order #POQ6737,PURCHORD11803,642251,SOQ7129,Sales Order #SOQ7129,SALESORD10534,2023-04-06,7XF-00001,2,49.90,7XF-00001,,,Microsoft LifeChat LX-6000 for Business Headset - full size - wired,
643587,643587,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6756,Purchase Order #POQ6756,PURCHORD11824,642213,SOQ7125,Sales Order #SOQ7125,SALESORD10530,2023-04-06,106R03692,2,229.78,106R03692,,,"Xerox WorkCentre 6515 Extra High Capacity - yellow - original - toner cartridge - for Phaser 6510; WorkCentre 6510, 6515",
642919,642919,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6745,Purchase Order #POQ6745,PURCHORD11811,642187,SOQ7121,Sales Order #SOQ7121,SALESORD10526,2023-04-06,6599-839-409,30,214.14,6599-839-409,,,Jabra Evolve 65 SE UC Stereo Headset - on-ear - Bluetooth - wireless - USB - Optimized for UC - for Jabra Evolve; LINK 380a MS,
